measurement_concept_id,concept_name,measurement_source_value,class
1633567,AJCC/UICC 8th post therapy pathology,AJCC/UICC 8th post therapy pathological Stage 2C,Staging/Grading
1633438,AJCC/UICC 8th post therapy pathology,AJCC/UICC 8th post therapy pathological Stage 2E,Staging/Grading
1634507,AJCC/UICC 8th post therapy pathology,AJCC/UICC 8th post therapy pathological Stage 3,Staging/Grading
1634423,AJCC/UICC 8th post therapy pathology,AJCC/UICC 8th post therapy pathological Stage 3A,Staging/Grading
1634210,AJCC/UICC 8th post therapy pathology,AJCC/UICC 8th post therapy pathological Stage 3A1,Staging/Grading
1635528,AJCC/UICC 8th post therapy pathology,AJCC/UICC 8th post therapy pathological Stage 3A2,Staging/Grading
1633868,AJCC/UICC 8th post therapy pathology,AJCC/UICC 8th post therapy pathological Stage 3B,Staging/Grading
1634833,AJCC/UICC 8th post therapy pathology,AJCC/UICC 8th post therapy pathological Stage 3C,Staging/Grading
1633708,AJCC/UICC 8th post therapy pathology,AJCC/UICC 8th post therapy pathological Stage 3C1,Staging/Grading
1634978,AJCC/UICC 8th post therapy pathology,AJCC/UICC 8th post therapy pathological Stage 3C2,Staging/Grading
1633389,AJCC/UICC 8th post therapy pathology,AJCC/UICC 8th post therapy pathological Stage 3D,Staging/Grading
1635316,AJCC/UICC 8th post therapy pathology,AJCC/UICC 8th post therapy pathological Stage 4,Staging/Grading
1635869,AJCC/UICC 8th post therapy pathology,AJCC/UICC 8th post therapy pathological Stage 4A,Staging/Grading
1635129,AJCC/UICC 8th post therapy pathology,AJCC/UICC 8th post therapy pathological Stage 4A1,Staging/Grading
1633823,AJCC/UICC 8th post therapy pathology,AJCC/UICC 8th post therapy pathological Stage 4A2,Staging/Grading
1635488,AJCC/UICC 8th post therapy pathology,AJCC/UICC 8th post therapy pathological Stage 4B,Staging/Grading
1635853,AJCC/UICC 8th post therapy pathology,AJCC/UICC 8th post therapy pathological Stage 4C,Staging/Grading
1635520,AJCC/UICC 8th post therapy pathology,AJCC/UICC 8th post therapy pathological T0 Category,Staging/Grading
1634111,AJCC/UICC 8th post therapy pathology,AJCC/UICC 8th post therapy pathological T1 Category,Staging/Grading
1634322,AJCC/UICC 8th post therapy pathology,AJCC/UICC 8th post therapy pathological T1a Category,Staging/Grading
1633882,AJCC/UICC 8th post therapy pathology,AJCC/UICC 8th post therapy pathological T1a1 Category,Staging/Grading
1634493,AJCC/UICC 8th post therapy pathology,AJCC/UICC 8th post therapy pathological T1a2 Category,Staging/Grading
1633644,AJCC/UICC 8th post therapy pathology,AJCC/UICC 8th post therapy pathological T1b Category,Staging/Grading
1634744,AJCC/UICC 8th post therapy pathology,AJCC/UICC 8th post therapy pathological T1b1 Category,Staging/Grading
1635364,AJCC/UICC 8th post therapy pathology,AJCC/UICC 8th post therapy pathological T1b2 Category,Staging/Grading
1635210,AJCC/UICC 8th post therapy pathology,AJCC/UICC 8th post therapy pathological T1b3 Category,Staging/Grading
1635580,AJCC/UICC 8th post therapy pathology,AJCC/UICC 8th post therapy pathological T1c Category,Staging/Grading
1634533,AJCC/UICC 8th post therapy pathology,AJCC/UICC 8th post therapy pathological T1c1 Category,Staging/Grading
1634925,AJCC/UICC 8th post therapy pathology,AJCC/UICC 8th post therapy pathological T1c2 Category,Staging/Grading
1634598,AJCC/UICC 8th post therapy pathology,AJCC/UICC 8th post therapy pathological T1c3 Category,Staging/Grading
1635712,AJCC/UICC 8th post therapy pathology,AJCC/UICC 8th post therapy pathological T1d Category,Staging/Grading
1633269,AJCC/UICC 8th post therapy pathology,AJCC/UICC 8th post therapy pathological T1mi Category,Staging/Grading
1634204,AJCC/UICC 8th post therapy pathology,AJCC/UICC 8th post therapy pathological T2 Category,Staging/Grading
1634187,AJCC/UICC 8th post therapy pathology,AJCC/UICC 8th post therapy pathological T2a Category,Staging/Grading
1635759,AJCC/UICC 8th post therapy pathology,AJCC/UICC 8th post therapy pathological T2a1 Category,Staging/Grading
1634420,AJCC/UICC 8th post therapy pathology,AJCC/UICC 8th post therapy pathological T2a2 Category,Staging/Grading
1633631,AJCC/UICC 8th post therapy pathology,AJCC/UICC 8th post therapy pathological T2b Category,Staging/Grading
1634062,AJCC/UICC 8th post therapy pathology,AJCC/UICC 8th post therapy pathological T2c Category,Staging/Grading
1633398,AJCC/UICC 8th post therapy pathology,AJCC/UICC 8th post therapy pathological T2d Category,Staging/Grading
1635799,AJCC/UICC 8th post therapy pathology,AJCC/UICC 8th post therapy pathological T3 Category,Staging/Grading
1635209,AJCC/UICC 8th post therapy pathology,AJCC/UICC 8th post therapy pathological T3a Category,Staging/Grading
1634608,AJCC/UICC 8th post therapy pathology,AJCC/UICC 8th post therapy pathological T3b Category,Staging/Grading
1634282,AJCC/UICC 8th post therapy pathology,AJCC/UICC 8th post therapy pathological T3c Category,Staging/Grading
1633782,AJCC/UICC 8th post therapy pathology,AJCC/UICC 8th post therapy pathological T3d Category,Staging/Grading
1633660,AJCC/UICC 8th post therapy pathology,AJCC/UICC 8th post therapy pathological T3e Category,Staging/Grading
1633665,AJCC/UICC 8th post therapy pathology,AJCC/UICC 8th post therapy pathological T4 Category,Staging/Grading
1633616,AJCC/UICC 8th post therapy pathology,AJCC/UICC 8th post therapy pathological T4a Category,Staging/Grading
1634219,AJCC/UICC 8th post therapy pathology,AJCC/UICC 8th post therapy pathological T4b Category,Staging/Grading
1633543,AJCC/UICC 8th post therapy pathology,AJCC/UICC 8th post therapy pathological T4c Category,Staging/Grading
1635271,AJCC/UICC 8th post therapy pathology,AJCC/UICC 8th post therapy pathological T4d Category,Staging/Grading
1633832,AJCC/UICC 8th post therapy pathology,AJCC/UICC 8th post therapy pathological T4e Category,Staging/Grading
1633672,AJCC/UICC 8th post therapy pathology,AJCC/UICC 8th post therapy pathological Ta Category,Staging/Grading
1635472,AJCC/UICC 8th post therapy pathology,AJCC/UICC 8th post therapy pathological Tis Category,Staging/Grading
1635544,AJCC/UICC 8th post therapy pathology,AJCC/UICC 8th post therapy pathological Tis(DCIS) Category,Staging/Grading
1635028,AJCC/UICC 8th post therapy pathology,AJCC/UICC 8th post therapy pathological Tis(LAMN) Category,Staging/Grading
1635290,AJCC/UICC 8th post therapy pathology,AJCC/UICC 8th post therapy pathological Tis(Paget) Category,Staging/Grading
1634438,AJCC/UICC 8th post therapy pathology,AJCC/UICC 8th post therapy pathological TX Category,Staging/Grading
1634969,AJCC/UICC 8th ,AJCC/UICC 8th Stage 0,Staging/Grading
1635413,AJCC/UICC 8th ,AJCC/UICC 8th Stage 0a,Staging/Grading
1633750,AJCC/UICC 8th ,AJCC/UICC 8th Stage 0is,Staging/Grading
1634895,AJCC/UICC 8th ,AJCC/UICC 8th Stage 1,Staging/Grading
1633516,AJCC/UICC 8th ,AJCC/UICC 8th Stage 1A,Staging/Grading
1635814,AJCC/UICC 8th ,AJCC/UICC 8th Stage 1A1,Staging/Grading
1633944,AJCC/UICC 8th ,AJCC/UICC 8th Stage 1A2,Staging/Grading
1633704,AJCC/UICC 8th ,AJCC/UICC 8th Stage 1A3,Staging/Grading
1634698,AJCC/UICC 8th ,AJCC/UICC 8th Stage 1B,Staging/Grading
1633526,AJCC/UICC 8th ,AJCC/UICC 8th Stage 1B1,Staging/Grading
1634351,AJCC/UICC 8th ,AJCC/UICC 8th Stage 1B2,Staging/Grading
1633968,AJCC/UICC 8th ,AJCC/UICC 8th Stage 1C,Staging/Grading
1635738,AJCC/UICC 8th ,AJCC/UICC 8th Stage 1E,Staging/Grading
1635726,AJCC/UICC 8th ,AJCC/UICC 8th Stage 1s,Staging/Grading
1634316,AJCC/UICC 8th ,AJCC/UICC 8th Stage 2,Staging/Grading
1634226,AJCC/UICC 8th ,AJCC/UICC 8th Stage 2A,Staging/Grading
1635811,AJCC/UICC 8th ,AJCC/UICC 8th Stage 2A1,Staging/Grading
1635494,AJCC/UICC 8th ,AJCC/UICC 8th Stage 2A2,Staging/Grading
1635288,AJCC/UICC 8th ,AJCC/UICC 8th Stage 2B,Staging/Grading
1634900,AJCC/UICC 8th ,AJCC/UICC 8th Stage 2C,Staging/Grading
1635730,AJCC/UICC 8th ,AJCC/UICC 8th Stage 2E,Staging/Grading
1633462,AJCC/UICC 8th ,AJCC/UICC 8th Stage 3,Staging/Grading
1633314,AJCC/UICC 8th ,AJCC/UICC 8th Stage 3A,Staging/Grading
1633811,AJCC/UICC 8th ,AJCC/UICC 8th Stage 3A1,Staging/Grading
1634331,AJCC/UICC 8th ,AJCC/UICC 8th Stage 3A2,Staging/Grading
1634395,AJCC/UICC 8th ,AJCC/UICC 8th Stage 3B,Staging/Grading
1635126,AJCC/UICC 8th ,AJCC/UICC 8th Stage 3C,Staging/Grading
1635437,AJCC/UICC 8th ,AJCC/UICC 8th Stage 3C1,Staging/Grading
1634220,AJCC/UICC 8th ,AJCC/UICC 8th Stage 3C2,Staging/Grading
1633773,AJCC/UICC 8th ,AJCC/UICC 8th Stage 3D,Staging/Grading
1634131,AJCC/UICC 8th ,AJCC/UICC 8th Stage 4,Staging/Grading
1635314,AJCC/UICC 8th ,AJCC/UICC 8th Stage 4A,Staging/Grading
1634295,AJCC/UICC 8th ,AJCC/UICC 8th Stage 4A1,Staging/Grading
1633924,AJCC/UICC 8th ,AJCC/UICC 8th Stage 4A2,Staging/Grading
1635518,AJCC/UICC 8th ,AJCC/UICC 8th Stage 4B,Staging/Grading
1633316,AJCC/UICC 8th ,AJCC/UICC 8th Stage 4C,Staging/Grading
1635539,AJCC/UICC 8th ,AJCC/UICC 8th T0 Category,Staging/Grading
1635793,AJCC/UICC 8th ,AJCC/UICC 8th T1 Category,Staging/Grading
1634584,AJCC/UICC 8th ,AJCC/UICC 8th T1a Category,Staging/Grading
1635220,AJCC/UICC 8th ,AJCC/UICC 8th T1a1 Category,Staging/Grading
1633797,AJCC/UICC 8th ,AJCC/UICC 8th T1a2 Category,Staging/Grading
1635687,AJCC/UICC 8th ,AJCC/UICC 8th T1b Category,Staging/Grading
1635292,AJCC/UICC 8th ,AJCC/UICC 8th T1b1 Category,Staging/Grading
1634402,AJCC/UICC 8th ,AJCC/UICC 8th T1b2 Category,Staging/Grading
1633449,AJCC/UICC 8th ,AJCC/UICC 8th T1b3 Category,Staging/Grading
1634817,AJCC/UICC 8th ,AJCC/UICC 8th T1c Category,Staging/Grading
1635180,AJCC/UICC 8th ,AJCC/UICC 8th T1c1 Category,Staging/Grading
1634211,AJCC/UICC 8th ,AJCC/UICC 8th T1c2 Category,Staging/Grading
1635015,AJCC/UICC 8th ,AJCC/UICC 8th T1c3 Category,Staging/Grading
1633579,AJCC/UICC 8th ,AJCC/UICC 8th T1d Category,Staging/Grading
1635751,AJCC/UICC 8th ,AJCC/UICC 8th T1mi Category,Staging/Grading
1633339,AJCC/UICC 8th ,AJCC/UICC 8th T2 Category,Staging/Grading
1635181,AJCC/UICC 8th ,AJCC/UICC 8th T2a Category,Staging/Grading
1633583,AJCC/UICC 8th ,AJCC/UICC 8th T2a1 Category,Staging/Grading
1634149,AJCC/UICC 8th ,AJCC/UICC 8th T2a2 Category,Staging/Grading
1634429,AJCC/UICC 8th ,AJCC/UICC 8th T2b Category,Staging/Grading
1634169,AJCC/UICC 8th ,AJCC/UICC 8th T2c Category,Staging/Grading
1633552,AJCC/UICC 8th ,AJCC/UICC 8th T2d Category,Staging/Grading
1633528,AJCC/UICC 8th ,AJCC/UICC 8th T3 Category,Staging/Grading
1634913,AJCC/UICC 8th ,AJCC/UICC 8th T3a Category,Staging/Grading
1634691,AJCC/UICC 8th ,AJCC/UICC 8th T3b Category,Staging/Grading
1633851,AJCC/UICC 8th ,AJCC/UICC 8th T3c Category,Staging/Grading
1635741,AJCC/UICC 8th ,AJCC/UICC 8th T3d Category,Staging/Grading
1635595,AJCC/UICC 8th ,AJCC/UICC 8th T3e Category,Staging/Grading
1635242,AJCC/UICC 8th ,AJCC/UICC 8th T4 Category,Staging/Grading
1633411,AJCC/UICC 8th ,AJCC/UICC 8th T4a Category,Staging/Grading
1634318,AJCC/UICC 8th ,AJCC/UICC 8th T4b Category,Staging/Grading
1633399,AJCC/UICC 8th ,AJCC/UICC 8th T4c Category,Staging/Grading
1634582,AJCC/UICC 8th ,AJCC/UICC 8th T4d Category,Staging/Grading
1634096,AJCC/UICC 8th ,AJCC/UICC 8th T4e Category,Staging/Grading
1634071,AJCC/UICC 8th ,AJCC/UICC 8th Ta Category,Staging/Grading
1634720,AJCC/UICC 8th ,AJCC/UICC 8th Tis Category,Staging/Grading
1635391,AJCC/UICC 8th ,AJCC/UICC 8th Tis(DCIS) Category,Staging/Grading
1635279,AJCC/UICC 8th ,AJCC/UICC 8th Tis(LAMN) Category,Staging/Grading
1635807,AJCC/UICC 8th ,AJCC/UICC 8th Tis(Paget) Category,Staging/Grading
1635667,AJCC/UICC 8th ,AJCC/UICC 8th TX Category,Staging/Grading
1635291,AJCC/UICC clinical,AJCC/UICC clinical M0 Category,Staging/Grading
1635856,AJCC/UICC clinical,AJCC/UICC clinical M0(i+) Category,Staging/Grading
1635085,AJCC/UICC clinical,AJCC/UICC clinical M1 Category,Staging/Grading
1633777,AJCC/UICC clinical,AJCC/UICC clinical M1a Category,Staging/Grading
1635090,AJCC/UICC clinical,AJCC/UICC clinical M1b Category,Staging/Grading
1635255,AJCC/UICC clinical,AJCC/UICC clinical M1c Category,Staging/Grading
1634048,AJCC/UICC clinical,AJCC/UICC clinical M1d Category,Staging/Grading
1634755,AJCC/UICC clinical,AJCC/UICC clinical MX Category,Staging/Grading
1634145,AJCC/UICC clinical,AJCC/UICC clinical N0 Category,Staging/Grading
1633918,AJCC/UICC clinical,AJCC/UICC clinical N0(i+) Category,Staging/Grading
1634915,AJCC/UICC clinical,AJCC/UICC clinical N0(mol+) Category,Staging/Grading
1635732,AJCC/UICC clinical,AJCC/UICC clinical N0a Category,Staging/Grading
1635495,AJCC/UICC clinical,AJCC/UICC clinical N0b Category,Staging/Grading
1635729,AJCC/UICC clinical,AJCC/UICC clinical N1 Category,Staging/Grading
1635164,AJCC/UICC clinical,AJCC/UICC clinical N1a Category,Staging/Grading
1635628,AJCC/UICC clinical,AJCC/UICC clinical N1a(sn) Category,Staging/Grading
1635599,AJCC/UICC clinical,AJCC/UICC clinical N1b Category,Staging/Grading
1634298,AJCC/UICC clinical,AJCC/UICC clinical N1b1 Category,Staging/Grading
1634075,AJCC/UICC clinical,AJCC/UICC clinical N1b2 Category,Staging/Grading
1635534,AJCC/UICC clinical,AJCC/UICC clinical N1b3 Category,Staging/Grading
1634923,AJCC/UICC clinical,AJCC/UICC clinical N1b4 Category,Staging/Grading
1634934,AJCC/UICC clinical,AJCC/UICC clinical N1c Category,Staging/Grading
1635121,AJCC/UICC clinical,AJCC/UICC clinical N1mi Category,Staging/Grading
1634523,AJCC/UICC clinical,AJCC/UICC clinical N2 Category,Staging/Grading
1633429,AJCC/UICC clinical,AJCC/UICC clinical N2a Category,Staging/Grading
1634977,AJCC/UICC clinical,AJCC/UICC clinical N2b Category,Staging/Grading
1634118,AJCC/UICC clinical,AJCC/UICC clinical N2c Category,Staging/Grading
1633836,AJCC/UICC clinical,AJCC/UICC clinical N2mi Category,Staging/Grading
1633914,AJCC/UICC clinical,AJCC/UICC clinical N3 Category,Staging/Grading
1634649,AJCC/UICC clinical,AJCC/UICC clinical N3a Category,Staging/Grading
1635610,AJCC/UICC clinical,AJCC/UICC clinical N3b Category,Staging/Grading
1634650,AJCC/UICC clinical,AJCC/UICC clinical N3c Category,Staging/Grading
1633862,AJCC/UICC clinical,AJCC/UICC clinical N4 Category,Staging/Grading
1634722,AJCC/UICC clinical,AJCC/UICC clinical NX Category,Staging/Grading
1634502,AJCC/UICC clinical,AJCC/UICC clinical Stage 0,Staging/Grading
1635434,AJCC/UICC clinical,AJCC/UICC clinical Stage 0a,Staging/Grading
1633707,AJCC/UICC clinical,AJCC/UICC clinical Stage 0is,Staging/Grading
1635199,AJCC/UICC clinical,AJCC/UICC clinical Stage 1,Staging/Grading
1634671,AJCC/UICC clinical,AJCC/UICC clinical Stage 1A,Staging/Grading
1634927,AJCC/UICC clinical,AJCC/UICC clinical Stage 1A1,Staging/Grading
1633948,AJCC/UICC clinical,AJCC/UICC clinical Stage 1A2,Staging/Grading
1635216,AJCC/UICC clinical,AJCC/UICC clinical Stage 1A3,Staging/Grading
1633618,AJCC/UICC clinical,AJCC/UICC clinical Stage 1B,Staging/Grading
1635184,AJCC/UICC clinical,AJCC/UICC clinical Stage 1B1,Staging/Grading
1634794,AJCC/UICC clinical,AJCC/UICC clinical Stage 1B2,Staging/Grading
1634813,AJCC/UICC clinical,AJCC/UICC clinical Stage 1C,Staging/Grading
1635482,AJCC/UICC clinical,AJCC/UICC clinical Stage 1E,Staging/Grading
1635293,AJCC/UICC clinical,AJCC/UICC clinical Stage 1s,Staging/Grading
1633841,AJCC/UICC clinical,AJCC/UICC clinical Stage 2,Staging/Grading
1635486,AJCC/UICC clinical,AJCC/UICC clinical Stage 2A,Staging/Grading
1635115,AJCC/UICC clinical,AJCC/UICC clinical Stage 2A1,Staging/Grading
1633489,AJCC/UICC clinical,AJCC/UICC clinical Stage 2A2,Staging/Grading
1634332,AJCC/UICC clinical,AJCC/UICC clinical Stage 2B,Staging/Grading
1635056,AJCC/UICC clinical,AJCC/UICC clinical Stage 2C,Staging/Grading
1634917,AJCC/UICC clinical,AJCC/UICC clinical Stage 2E,Staging/Grading
1634876,AJCC/UICC clinical,AJCC/UICC clinical Stage 3,Staging/Grading
1634922,AJCC/UICC clinical,AJCC/UICC clinical Stage 3A,Staging/Grading
1634030,AJCC/UICC clinical,AJCC/UICC clinical Stage 3A1,Staging/Grading
1634232,AJCC/UICC clinical,AJCC/UICC clinical Stage 3A2,Staging/Grading
1635764,AJCC/UICC clinical,AJCC/UICC clinical Stage 3B,Staging/Grading
1634571,AJCC/UICC clinical,AJCC/UICC clinical Stage 3C,Staging/Grading
1633418,AJCC/UICC clinical,AJCC/UICC clinical Stage 3C1,Staging/Grading
1635253,AJCC/UICC clinical,AJCC/UICC clinical Stage 3C2,Staging/Grading
1634297,AJCC/UICC clinical,AJCC/UICC clinical Stage 3D,Staging/Grading
1634447,AJCC/UICC clinical,AJCC/UICC clinical Stage 4,Staging/Grading
1635450,AJCC/UICC clinical,AJCC/UICC clinical Stage 4A,Staging/Grading
1634384,AJCC/UICC clinical,AJCC/UICC clinical Stage 4A1,Staging/Grading
1634350,AJCC/UICC clinical,AJCC/UICC clinical Stage 4A2,Staging/Grading
1634525,AJCC/UICC clinical,AJCC/UICC clinical Stage 4B,Staging/Grading
1635404,AJCC/UICC clinical,AJCC/UICC clinical Stage 4C,Staging/Grading
1635155,AJCC/UICC clinical,AJCC/UICC clinical T0 Category,Staging/Grading
1635661,AJCC/UICC clinical,AJCC/UICC clinical T1 Category,Staging/Grading
1633742,AJCC/UICC clinical,AJCC/UICC clinical T1a Category,Staging/Grading
1635676,AJCC/UICC clinical,AJCC/UICC clinical T1a1 Category,Staging/Grading
1635081,AJCC/UICC clinical,AJCC/UICC clinical T1a2 Category,Staging/Grading
1635039,AJCC/UICC clinical,AJCC/UICC clinical T1b Category,Staging/Grading
1635701,AJCC/UICC clinical,AJCC/UICC clinical T1b1 Category,Staging/Grading
1634659,AJCC/UICC clinical,AJCC/UICC clinical T1b2 Category,Staging/Grading
1635348,AJCC/UICC clinical,AJCC/UICC clinical T1b3 Category,Staging/Grading
1634320,AJCC/UICC clinical,AJCC/UICC clinical T1c Category,Staging/Grading
1634515,AJCC/UICC clinical,AJCC/UICC clinical T1c1 Category,Staging/Grading
1634184,AJCC/UICC clinical,AJCC/UICC clinical T1c2 Category,Staging/Grading
1633494,AJCC/UICC clinical,AJCC/UICC clinical T1c3 Category,Staging/Grading
1634931,AJCC/UICC clinical,AJCC/UICC clinical T1d Category,Staging/Grading
1635832,AJCC/UICC clinical,AJCC/UICC clinical T1mi Category,Staging/Grading
1635033,AJCC/UICC clinical,AJCC/UICC clinical T2 Category,Staging/Grading
1634689,AJCC/UICC clinical,AJCC/UICC clinical T2a Category,Staging/Grading
1635046,AJCC/UICC clinical,AJCC/UICC clinical T2a1 Category,Staging/Grading
1635269,AJCC/UICC clinical,AJCC/UICC clinical T2a2 Category,Staging/Grading
1633781,AJCC/UICC clinical,AJCC/UICC clinical T2b Category,Staging/Grading
1634514,AJCC/UICC clinical,AJCC/UICC clinical T2c Category,Staging/Grading
1633541,AJCC/UICC clinical,AJCC/UICC clinical T2d Category,Staging/Grading
1635895,AJCC/UICC clinical,AJCC/UICC clinical T3 Category,Staging/Grading
1633758,AJCC/UICC clinical,AJCC/UICC clinical T3a Category,Staging/Grading
1633765,AJCC/UICC clinical,AJCC/UICC clinical T3b Category,Staging/Grading
1634088,AJCC/UICC clinical,AJCC/UICC clinical T3c Category,Staging/Grading
1635707,AJCC/UICC clinical,AJCC/UICC clinical T3d Category,Staging/Grading
1633838,AJCC/UICC clinical,AJCC/UICC clinical T3e Category,Staging/Grading
1635558,AJCC/UICC clinical,AJCC/UICC clinical T4 Category,Staging/Grading
1634192,AJCC/UICC clinical,AJCC/UICC clinical T4a Category,Staging/Grading
1634291,AJCC/UICC clinical,AJCC/UICC clinical T4b Category,Staging/Grading
1634877,AJCC/UICC clinical,AJCC/UICC clinical T4c Category,Staging/Grading
1635368,AJCC/UICC clinical,AJCC/UICC clinical T4d Category,Staging/Grading
1634561,AJCC/UICC clinical,AJCC/UICC clinical T4e Category,Staging/Grading
1633281,AJCC/UICC clinical,AJCC/UICC clinical Ta Category,Staging/Grading
1634450,AJCC/UICC clinical,AJCC/UICC clinical Tis Category,Staging/Grading
1633770,AJCC/UICC clinical,AJCC/UICC clinical Tis(DCIS) Category,Staging/Grading
1634825,AJCC/UICC clinical,AJCC/UICC clinical Tis(LAMN) Category,Staging/Grading
1633522,AJCC/UICC clinical,AJCC/UICC clinical Tis(Paget) Category,Staging/Grading
1634460,AJCC/UICC clinical,AJCC/UICC clinical TX Category,Staging/Grading
1635624,AJCC/UICC,AJCC/UICC M0 Category,Staging/Grading
1634197,AJCC/UICC,AJCC/UICC M0(i+) Category,Staging/Grading
1635142,AJCC/UICC,AJCC/UICC M1 Category,Staging/Grading
1635100,AJCC/UICC,AJCC/UICC M1a Category,Staging/Grading
1634463,AJCC/UICC,AJCC/UICC M1b Category,Staging/Grading
1635519,AJCC/UICC,AJCC/UICC M1c Category,Staging/Grading
1634064,AJCC/UICC,AJCC/UICC M1d Category,Staging/Grading
1633547,AJCC/UICC,AJCC/UICC MX Category,Staging/Grading
1633440,AJCC/UICC,AJCC/UICC N0 Category,Staging/Grading
1635600,AJCC/UICC,AJCC/UICC N0(i+) Category,Staging/Grading
1633938,AJCC/UICC,AJCC/UICC N0(mol+) Category,Staging/Grading
1633621,AJCC/UICC,AJCC/UICC N0a Category,Staging/Grading
1635244,AJCC/UICC,AJCC/UICC N0b Category,Staging/Grading
1634434,AJCC/UICC,AJCC/UICC N1 Category,Staging/Grading
1633735,AJCC/UICC,AJCC/UICC N1a Category,Staging/Grading
1634034,AJCC/UICC,AJCC/UICC N1a(sn) Category,Staging/Grading
1635130,AJCC/UICC,AJCC/UICC N1b Category,Staging/Grading
1634968,AJCC/UICC,AJCC/UICC N1b1 Category,Staging/Grading
1633886,AJCC/UICC,AJCC/UICC N1b2 Category,Staging/Grading
1633630,AJCC/UICC,AJCC/UICC N1b3 Category,Staging/Grading
1634452,AJCC/UICC,AJCC/UICC N1b4 Category,Staging/Grading
1634620,AJCC/UICC,AJCC/UICC N1c Category,Staging/Grading
1635335,AJCC/UICC,AJCC/UICC N1mi Category,Staging/Grading
1634119,AJCC/UICC,AJCC/UICC N2 Category,Staging/Grading
1635644,AJCC/UICC,AJCC/UICC N2a Category,Staging/Grading
1634134,AJCC/UICC,AJCC/UICC N2b Category,Staging/Grading
1634080,AJCC/UICC,AJCC/UICC N2c Category,Staging/Grading
1633512,AJCC/UICC,AJCC/UICC N2mi Category,Staging/Grading
1635320,AJCC/UICC,AJCC/UICC N3 Category,Staging/Grading
1635590,AJCC/UICC,AJCC/UICC N3a Category,Staging/Grading
1633422,AJCC/UICC,AJCC/UICC N3b Category,Staging/Grading
1634735,AJCC/UICC,AJCC/UICC N3c Category,Staging/Grading
1635445,AJCC/UICC,AJCC/UICC N4 Category,Staging/Grading
1633885,AJCC/UICC,AJCC/UICC NX Category,Staging/Grading
1634618,AJCC/UICC pathology,AJCC/UICC pathological M0 Category,Staging/Grading
1633457,AJCC/UICC pathology,AJCC/UICC pathological M0(i+) Category,Staging/Grading
1635505,AJCC/UICC pathology,AJCC/UICC pathological M1 Category,Staging/Grading
1634312,AJCC/UICC pathology,AJCC/UICC pathological M1a Category,Staging/Grading
1634093,AJCC/UICC pathology,AJCC/UICC pathological M1b Category,Staging/Grading
1635338,AJCC/UICC pathology,AJCC/UICC pathological M1c Category,Staging/Grading
1635373,AJCC/UICC pathology,AJCC/UICC pathological M1d Category,Staging/Grading
1633421,AJCC/UICC pathology,AJCC/UICC pathological MX Category,Staging/Grading
1635597,AJCC/UICC pathology,AJCC/UICC pathological N0 Category,Staging/Grading
1633503,AJCC/UICC pathology,AJCC/UICC pathological N0(i+) Category,Staging/Grading
1633485,AJCC/UICC pathology,AJCC/UICC pathological N0(mol+) Category,Staging/Grading
1633923,AJCC/UICC pathology,AJCC/UICC pathological N0a Category,Staging/Grading
1633322,AJCC/UICC pathology,AJCC/UICC pathological N0b Category,Staging/Grading
1635613,AJCC/UICC pathology,AJCC/UICC pathological N1 Category,Staging/Grading
1634206,AJCC/UICC pathology,AJCC/UICC pathological N1a Category,Staging/Grading
1635499,AJCC/UICC pathology,AJCC/UICC pathological N1a(sn) Category,Staging/Grading
1633830,AJCC/UICC pathology,AJCC/UICC pathological N1b Category,Staging/Grading
1634734,AJCC/UICC pathology,AJCC/UICC pathological N1b1 Category,Staging/Grading
1634125,AJCC/UICC pathology,AJCC/UICC pathological N1b2 Category,Staging/Grading
1633558,AJCC/UICC pathology,AJCC/UICC pathological N1b3 Category,Staging/Grading
1634591,AJCC/UICC pathology,AJCC/UICC pathological N1b4 Category,Staging/Grading
1634589,AJCC/UICC pathology,AJCC/UICC pathological N1c Category,Staging/Grading
1633502,AJCC/UICC pathology,AJCC/UICC pathological N1mi Category,Staging/Grading
1633864,AJCC/UICC pathology,AJCC/UICC pathological N2 Category,Staging/Grading
1633890,AJCC/UICC pathology,AJCC/UICC pathological N2a Category,Staging/Grading
1633460,AJCC/UICC pathology,AJCC/UICC pathological N2b Category,Staging/Grading
1633301,AJCC/UICC pathology,AJCC/UICC pathological N2c Category,Staging/Grading
1635830,AJCC/UICC pathology,AJCC/UICC pathological N2mi Category,Staging/Grading
1635706,AJCC/UICC pathology,AJCC/UICC pathological N3 Category,Staging/Grading
1633401,AJCC/UICC pathology,AJCC/UICC pathological N3a Category,Staging/Grading
1633384,AJCC/UICC pathology,AJCC/UICC pathological N3b Category,Staging/Grading
1634305,AJCC/UICC pathology,AJCC/UICC pathological N3c Category,Staging/Grading
1634916,AJCC/UICC pathology,AJCC/UICC pathological N4 Category,Staging/Grading
1635170,AJCC/UICC pathology,AJCC/UICC pathological NX Category,Staging/Grading
1633542,AJCC/UICC pathology,AJCC/UICC pathological Stage 0,Staging/Grading
1635865,AJCC/UICC pathology,AJCC/UICC pathological Stage 0a,Staging/Grading
1634955,AJCC/UICC pathology,AJCC/UICC pathological Stage 0is,Staging/Grading
1634252,AJCC/UICC pathology,AJCC/UICC pathological Stage 1,Staging/Grading
1633891,AJCC/UICC pathology,AJCC/UICC pathological Stage 1A,Staging/Grading
1634719,AJCC/UICC pathology,AJCC/UICC pathological Stage 1A1,Staging/Grading
